signature,n,denominator,share
test | tests | support_only | backend_agnostic,133,5649,0.023543990086741014
bugfix | production_code | kv_cache_data_movement | cpu,3,5649,0.0005310674455655868
feature | documentation_examples+production_code+tests | kv_cache_data_movement | cpu,3,5649,0.0005310674455655868
feature | ci+production_code | kernels_operators+quantization | intel_xpu,3,5649,0.0005310674455655868
refactor | production_code | input_processing_multimodal+serving_api | backend_agnostic,3,5649,0.0005310674455655868
feature | production_code | kernels_operators+moe+quantization | amd_rocm,2,5649,0.0003540449637103912
ci | build+ci+tests | support_only | nvidia_cuda,2,5649,0.0003540449637103912
performance | production_code+tests | scheduler | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | distributed_execution+speculative_decoding+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | attention+device_platform | intel_xpu,2,5649,0.0003540449637103912
maintenance | production_code | worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
feature | production_code+tests | compilation+kernels_operators | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code | attention+kernels_operators+kv_cache_data_movement+model_implementation | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code+tests | attention+kernels_operators | nvidia_cuda,2,5649,0.0003540449637103912
feature | production_code+tests | kv_cache_data_movement+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
feature | production_code | attention+speculative_decoding | amd_rocm,2,5649,0.0003540449637103912
bugfix | production_code+tests | kernels_operators+kv_cache_data_movement+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code | compilation+model_implementation | nvidia_cuda,2,5649,0.0003540449637103912
performance | production_code+tests | kv_cache_data_movement+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code+tests | compilation | nvidia_cuda,2,5649,0.0003540449637103912
feature | production_code | kernels_operators+speculative_decoding+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | worker_model_runner | amd_rocm,2,5649,0.0003540449637103912
performance | production_code+tests | compilation | amd_rocm,2,5649,0.0003540449637103912
performance | build+ci | support_only | amd_rocm,2,5649,0.0003540449637103912
performance | production_code | attention+compilation+kernels_operators | amd_rocm,2,5649,0.0003540449637103912
feature | production_code+tests | model_implementation+model_loading_layers | backend_agnostic,2,5649,0.0003540449637103912
bugfix | benchmarks+production_code | other | backend_agnostic,2,5649,0.0003540449637103912
refactor | production_code | attention | cpu,2,5649,0.0003540449637103912
feature | documentation_examples+production_code | attention+kernels_operators | amd_rocm,2,5649,0.0003540449637103912
feature | benchmarks+documentation_examples+production_code+tests | other | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | sampling+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code+tests | lora+serving_api | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code+tests | moe+quantization | backend_agnostic,2,5649,0.0003540449637103912
feature | build+production_code+tests | serving_api | amd_rocm,2,5649,0.0003540449637103912
refactor | production_code | model_implementation | nvidia_cuda,2,5649,0.0003540449637103912
performance | production_code+tests | distributed_execution+moe | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | kernels_operators+kv_cache_data_movement+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | kernels_operators+model_loading_layers | amd_rocm+nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | kv_cache_data_movement | amd_rocm+nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | compilation+device_platform | amd_rocm,2,5649,0.0003540449637103912
refactor | documentation_examples+production_code | serving_api | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code+tests | input_processing_multimodal+sampling+serving_api | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | kv_cache_data_movement | amd_rocm,2,5649,0.0003540449637103912
bugfix | production_code | attention+kv_cache_data_movement | nvidia_cuda,2,5649,0.0003540449637103912
performance | benchmarks+production_code+tests | other | backend_agnostic,2,5649,0.0003540449637103912
feature | ci+production_code+tests | model_implementation+speculative_decoding | nvidia_cuda,2,5649,0.0003540449637103912
build | build+developer_tooling | support_only | nvidia_cuda,2,5649,0.0003540449637103912
refactor | production_code+tests | worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code+tests | configuration_shared_infrastructure | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code | kernels_operators+model_loading_layers | amd_rocm,2,5649,0.0003540449637103912
bugfix | production_code+tests | attention+kernels_operators+speculative_decoding+worker_model_runner | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | compilation+speculative_decoding+worker_model_runner | nvidia_cuda,2,5649,0.0003540449637103912
refactor | production_code | attention | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | quantization | amd_rocm+nvidia_cuda,2,5649,0.0003540449637103912
feature | production_code+tests | kv_cache_data_movement | amd_rocm+nvidia_cuda,2,5649,0.0003540449637103912
performance | production_code | kernels_operators+model_implementation | amd_rocm,2,5649,0.0003540449637103912
feature | production_code | speculative_decoding | backend_agnostic,2,5649,0.0003540449637103912
documentation | developer_tooling+documentation_examples | support_only | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | build+production_code+tests | serving_api | backend_agnostic,2,5649,0.0003540449637103912
feature | production_code+tests | kv_cache_data_movement | cpu+nvidia_cuda,2,5649,0.0003540449637103912
bugfix | benchmarks+tests | support_only | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | sampling | cpu,2,5649,0.0003540449637103912
bugfix | production_code+tests | kernels_operators | amd_rocm,2,5649,0.0003540449637103912
performance | production_code | attention+model_implementation | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | model_implementation | intel_xpu,2,5649,0.0003540449637103912
build | build | support_only | amd_rocm+intel_xpu+nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code+tests | attention+kernels_operators | amd_rocm,2,5649,0.0003540449637103912
feature | production_code | model_implementation+moe | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code | worker_model_runner | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code+tests | compilation+model_implementation+worker_model_runner | nvidia_cuda,2,5649,0.0003540449637103912
performance | production_code | moe | backend_agnostic,2,5649,0.0003540449637103912
bugfix | build+production_code+tests | input_processing_multimodal | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | kernels_operators+lora | intel_xpu,2,5649,0.0003540449637103912
bugfix | production_code | device_platform | nvidia_cuda,2,5649,0.0003540449637103912
ci | build+ci | support_only | cpu,2,5649,0.0003540449637103912
bugfix | production_code+tests | model_implementation+quantization | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | kernels_operators+moe | amd_rocm+nvidia_cuda,2,5649,0.0003540449637103912
feature | build+production_code | device_platform+kernels_operators | cpu,2,5649,0.0003540449637103912
performance | production_code | input_processing_multimodal | cpu,2,5649,0.0003540449637103912
performance | production_code | kernels_operators | intel_xpu,2,5649,0.0003540449637103912
bugfix | production_code | kernels_operators+model_loading_layers | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | build+production_code | device_platform | cpu,2,5649,0.0003540449637103912
build | build+tests | support_only | nvidia_cuda,2,5649,0.0003540449637103912
feature | production_code+tests | moe+quantization | amd_rocm,2,5649,0.0003540449637103912
bugfix | production_code | compilation+worker_model_runner | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | model_implementation+quantization+speculative_decoding | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | serving_api | cpu,2,5649,0.0003540449637103912
bugfix | production_code | compilation+kernels_operators+moe | amd_rocm,2,5649,0.0003540449637103912
performance | production_code+tests | kernels_operators+moe+quantization | amd_rocm,2,5649,0.0003540449637103912
refactor | production_code | worker_model_runner | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code+tests | kv_cache_data_movement+speculative_decoding | backend_agnostic,2,5649,0.0003540449637103912
refactor | production_code | attention+kv_cache_data_movement | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code+tests | kernels_operators+moe | amd_rocm,2,5649,0.0003540449637103912
bugfix | production_code | distributed_execution | intel_xpu,2,5649,0.0003540449637103912
refactor | ci+documentation_examples+production_code+tests | serving_api | amd_rocm+nvidia_cuda,2,5649,0.0003540449637103912
feature | build+ci+production_code+tests | kernels_operators+moe+quantization | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | moe+quantization | intel_xpu,2,5649,0.0003540449637103912
feature | production_code+tests | model_loading_layers | backend_agnostic,2,5649,0.0003540449637103912
build | production_code | kernels_operators+moe | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code+tests | kv_cache_data_movement+speculative_decoding+worker_model_runner | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code | kernels_operators+speculative_decoding | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code+tests | model_implementation+serving_api | backend_agnostic,2,5649,0.0003540449637103912
performance | build | support_only | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code+tests | compilation+distributed_execution+kernels_operators+quantization | nvidia_cuda,2,5649,0.0003540449637103912
feature | benchmarks+production_code+tests | other | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code | engine | backend_agnostic,2,5649,0.0003540449637103912
bugfix | production_code+tests | model_loading_layers+speculative_decoding | backend_agnostic,2,5649,0.0003540449637103912
refactor | production_code | kernels_operators+quantization | nvidia_cuda,2,5649,0.0003540449637103912
bugfix | production_code | attention+kernels_operators+model_implementation | amd_rocm,2,5649,0.0003540449637103912
refactor | production_code+tests | model_loading_layers | backend_agnostic,2,5649,0.0003540449637103912
performance | production_code | kernels_operators+quantization | cpu,2,5649,0.0003540449637103912
bugfix | production_code | kv_cache_data_movement+worker_model_runner | cpu,2,5649,0.0003540449637103912
